SKU,Product Name,Category,Brand,Cost Price
18.168.0030,"Chromatography Column, With Integral Sintered Disc(grade-1), Eff.Length 50cm, Disc Dia.30mm, Glass Stopcock",Non Volumetric Glassware,1,294.10
18.168.0035,"Chromatography Column, With Integral Sintered Disc(grade-1), Eff.Length 50cm, Disc Dia.40mm, Glass Stopcock",Non Volumetric Glassware,1,365.64
18.168.0040,"Chromatography Column, With Integral Sintered Disc(grade-1), Eff.Length 60cm, Disc Dia.40mm, Glass Stopcock",Non Volumetric Glassware,1,378.47
18.168.0045,"Chromatography Column, With Integral Sintered Disc(grade-1), Eff.Length 100cm, Disc Dia.40mm, Glass Stopcock",Non Volumetric Glassware,1,464.01
18.160.0005,"Chromatography Column, With Integral Sintered Disc(grade-1), Eff.Length 15cm, Disc Dia.10mm, PTFE Needle Valve Stopcock",Non Volumetric Glassware,1,158.11
18.160.0010,"Chromatography Column, With Integral Sintered Disc(grade-1), Eff.Length 20cm, Disc Dia.15mm, PTFE Needle Valve Stopcock",Non Volumetric Glassware,1,170.44
18.160.0015,"Chromatography Column, With Integral Sintered Disc(grade-1), Eff.Length 30cm, Disc Dia.20mm, PTFE Needle Valve Stopcock",Non Volumetric Glassware,1,189.33
18.160.0020,"Chromatography Column, With Integral Sintered Disc(grade-1), Eff.Length 40cm, Disc Dia.20mm, PTFE Needle Valve Stopcock",Non Volumetric Glassware,1,199.41
18.160.0025,"Chromatography Column, With Integral Sintered Disc(grade-1), Eff.Length 40cm, Disc Dia.30mm, PTFE Needle Valve Stopcock",Non Volumetric Glassware,1,239.64
18.160.0030,"Chromatography Column, With Integral Sintered Disc(grade-1), Eff.Length 50cm, Disc Dia.30mm, PTFE Needle Valve Stopcock",Non Volumetric Glassware,1,266.98
18.160.0035,"Chromatography Column, With Integral Sintered Disc(grade-1), Eff.Length 50cm, Disc Dia.40mm, PTFE Needle Valve Stopcock",Non Volumetric Glassware,1,338.51
18.160.0040,"Chromatography Column, With Integral Sintered Disc(grade-1), Eff.Length 60cm, Disc Dia.40mm, PTFE Needle Valve Stopcock",Non Volumetric Glassware,1,351.57
18.160.0045,"Chromatography Column, With Integral Sintered Disc(grade-1), Eff.Length 100cm, Disc Dia.40mm, PTFE Needle Valve Stopcock",Non Volumetric Glassware,1,424.42
18.184.0005D,"Chromatography Column, With Integral Sintered Disc,Socket And Cone, Bore10mm, Eff.Length 100mm, SS 14/23, CS  19/26, Glass Stopcock",Non Volumetric Glassware,1,328.08
18.184.0010D,"Chromatography Column, With Integral Sintered Disc,Socket And Cone, Bore10mm, Eff.Length 200mm, SS 14/23, CS  19/26, Glass Stopcock",Non Volumetric Glassware,1,333.92
18.184.0015D,"Chromatography Column, With Integral Sintered Disc,Socket And Cone, Bore10mm, Eff.Length 300mm, SS 14/23, CS  19/26, Glass Stopcock",Non Volumetric Glassware,1,339.40
18.184.0030D,"Chromatography Column, With Integral Sintered Disc,Socket And Cone, Bore18mm, Eff.Length 300mm, SS 24/29, CS  19/26, Glass Stopcock",Non Volumetric Glassware,1,369.07
18.184.0035D,"Chromatography Column, With Integral Sintered Disc,Socket And Cone, Bore18mm, Eff.Length 400mm, SS 24/29, CS  19/26, Glass Stopcock",Non Volumetric Glassware,1,378.90
18.184.0040D,"Chromatography Column, With Integral Sintered Disc,Socket And Cone, Bore18mm, Eff.Length 400mm, SS 24/29, CS  24/29, Glass Stopcock",Non Volumetric Glassware,1,381.94
14.101.0010,"Socket Single, Medium Length, SS 10/19, App.OD of  tube  13mm, Total
length 120±10mm",Non Volumetric Glassware,12,17.98
14.101.0015,"Socket Single, Medium Length, SS 12/21, App.OD of  tube  16mm, Total
length 120±10mm",Non Volumetric Glassware,12,19.88
14.101.0020,"Socket Single, Medium Length, SS 14/23, App.OD of  tube  18mm, Total
length 120±10mm",Non Volumetric Glassware,12,20.47
14.101.0025,"Socket Single, Medium Length, SS 19/26, App.OD of  tube  22mm, Total
length 135±15mm",Non Volumetric Glassware,12,22.38
14.101.0030,"Socket Single, Medium Length, SS 24/29, App.OD of  tube  28mm, Total
length 135±15mm",Non Volumetric Glassware,12,27.54
14.101.0035,"Socket Single, Medium Length, SS 29/32, App.OD of  tube  34mm, Total
length 135±15mm",Non Volumetric Glassware,12,35.80
14.101.0040,"Socket Single, Medium Length, SS 34/35, App.OD of  tube  40mm, Total
length 150±15mm",Non Volumetric Glassware,12,39.97
14.101.0045,"Socket Single, Medium Length, SS 40/38, App.OD of  tube  45mm, Total
length 150±15mm",Non Volumetric Glassware,12,55.41
14.101.0050,"Socket Single, Medium Length, SS 45/40, App.OD of  tube  50mm, Total
length 150±15mm",Non Volumetric Glassware,12,59.83
14.101.0055,"Socket Single, Medium Length, SS 50/42, App.OD of  tube  55mm, Total
length 150±15mm",Non Volumetric Glassware,12,84.94
14.101.0060,"Socket Single, Medium Length, SS 55/44, App.OD of  tube  60mm, Total
length 150±15mm",Non Volumetric Glassware,12,91.29
14.104.0010,"Cone Single, Medium Length, CS 10/19, App.OD of  tube  8mm, Total
length 120±10mm",Non Volumetric Glassware,12,20.77
14.104.0015,"Cone Single, Medium Length, CS 12/21, App.OD of  tube  11mm, Total
length 120±10mm",Non Volumetric Glassware,12,21.07
14.104.0020,"Cone Single, Medium Length, CS 14/23, App.OD of  tube  13mm, Total
length 120±10mm",Non Volumetric Glassware,12,22.00
14.104.0025,"Cone Single, Medium Length, CS 19/26, App.OD of  tube  17mm, Total
length 135±15mm",Non Volumetric Glassware,12,25.31
14.104.0030,"Cone Single, Medium Length, CS 24/29, App.OD of  tube  22mm, Total
length 150±15mm",Non Volumetric Glassware,12,29.16
14.104.0035,"Cone Single, Medium Length, CS 29/32, App.OD of  tube  26mm, Total
length 150±15mm",Non Volumetric Glassware,12,37.28
14.104.0040,"Cone Single, Medium Length, CS 34/35, App.OD of  tube  30mm, Total
length 150±15mm",Non Volumetric Glassware,12,44.11
14.104.0045,"Cone Single, Medium Length, CS 40/38, App.OD of  tube  36mm, Total
length 150±15mm",Non Volumetric Glassware,12,55.58
14.104.0050,"Cone Single, Medium Length, CS 45/40, App.OD of  tube  40mm, Total
length 150±15mm",Non Volumetric Glassware,12,59.78
14.104.0055,"Cone Single, Medium Length, CS 50/42, App.OD of  tube  45mm, Total
length 150±15mm",Non Volumetric Glassware,12,84.94
14.104.0060,"Cone Single, Medium Length, CS 55/44, App.OD of  tube  50mm, Total
length 150±15mm",Non Volumetric Glassware,12,91.29
14.120.0015,"Socket, Double (One At Each End), SS 14/23, App.OD of  tube  18mm, Total
length 135±2mm",Non Volumetric Glassware,12,33.36
14.120.0020,"Socket, Double (One At Each End), SS 19/26, App.OD of  tube  22mm, Total
length 140±2mm",Non Volumetric Glassware,12,36.58
14.120.0025,"Socket, Double (One At Each End), SS 24/29, App.OD of  tube  28mm, Total
length 170±5mm",Non Volumetric Glassware,12,47.17
14.120.0030,"Socket, Double (One At Each End), SS 29/32, App.OD of  tube  34mm, Total
length 170±5mm",Non Volumetric Glassware,12,62.57
14.120.0040,"Socket, Double (One At Each End), SS 34/35, App.OD of  tube  40mm, Total
length 180±5mm",Non Volumetric Glassware,12,69.73
14.124.0010,"Cone, Double (One At Each End), CS 14/23, App.OD of  tube  13mm, Total
length 135±5mm",Non Volumetric Glassware,12,31.35
14.124.0015,"Cone, Double (One At Each End), CS 19/26, App.OD of  tube  17mm, Total
length 140±5mm",Non Volumetric Glassware,12,34.35
14.124.0020,"Cone, Double (One At Each End), CS 24/29, App.OD of  tube  22mm, Total
length 170±10mm",Non Volumetric Glassware,12,43.61
14.124.0025,"Cone, Double (One At Each End), CS 29/32, App.OD of  tube  26mm, Total
length 174±10mm",Non Volumetric Glassware,12,59.62
14.124.0030,"Cone, Double (One At Each End), CS 34/35, App.OD of  tube  30mm, Total
length 190±10mm",Non Volumetric Glassware,12,64.52
14.128.0010,"Spherical Joint, Ball, Cup joint male S13, Min. Shank length 100mm",Non Volumetric Glassware,12,70.55
14.128.0015,"Spherical Joint, Ball, Cup joint male S19, Min. Shank length 100mm",Non Volumetric Glassware,12,74.95
14.128.0020,"Spherical Joint, Ball, Cup joint male S29, Min. Shank length 100mm",Non Volumetric Glassware,12,93.67
14.128.0025,"Spherical Joint, Ball, Cup joint male S35, Min. Shank length 100mm",Non Volumetric Glassware,12,112.39
14.128.0030,"Spherical Joint, Ball, Cup joint male S41, Min. Shank length 100mm",Non Volumetric Glassware,12,244.52
14.132.0010,"Spherical Joint, Cup, Cup joint male S13, Min. Shank length 100mm",Non Volumetric Glassware,12,70.55
14.132.0015,"Spherical Joint, Cup, Cup joint male S19, Min. Shank length 100mm",Non Volumetric Glassware,12,74.95
14.132.0020,"Spherical Joint, Cup, Cup joint male S29, Min. Shank length 100mm",Non Volumetric Glassware,12,93.67
14.132.0025,"Spherical Joint, Cup, Cup joint male S35, Min. Shank length 100mm",Non Volumetric Glassware,12,134.41
14.132.0030,"Spherical Joint, Cup, Cup joint male S41, Min. Shank length 100mm",Non Volumetric Glassware,12,244.52
14.140.0005,"Joint Clip, PP, To Fit Conical JS 14/23",Non Volumetric Glassware,50,13.87
14.140.0010,"Joint Clip, PP, To Fit Conical JS 19/26",Non Volumetric Glassware,50,14.00
14.140.0015,"Joint Clip, PP, To Fit Conical JS 24/29",Non Volumetric Glassware,50,17.18
14.140.0020,"Joint Clip, PP, To Fit Conical JS 29/32",Non Volumetric Glassware,50,20.00
14.140.0025,"Joint Clip, PP, To Fit Conical JS 34/35",Non Volumetric Glassware,50,22.68
14.201.0005,"Stopper, Hollow, Hexagonal Head, CS 10/19",Non Volumetric Glassware,12,11.95
14.201.0010,"Stopper, Hollow, Hexagonal Head, CS 12/21",Non Volumetric Glassware,12,14.15
14.201.0015,"Stopper, Hollow, Hexagonal Head, CS 14/23",Non Volumetric Glassware,12,15.26
14.201.0020,"Stopper, Hollow, Hexagonal Head, CS 19/26",Non Volumetric Glassware,12,20.86
14.201.0025,"Stopper, Hollow, Hexagonal Head, CS 24/29",Non Volumetric Glassware,12,28.77
14.201.0030,"Stopper, Hollow, Hexagonal Head, CS 29/32",Non Volumetric Glassware,12,36.48
14.201.0035,"Stopper, Hollow, Hexagonal Head, CS 34/35",Non Volumetric Glassware,12,54.19
14.204.0005,"Stopper,  Solid, Penny Head-Long Neck Flasks, Flask Cap.Upto 25 ml, CS 10/19",Non Volumetric Glassware,12,14.01
14.204.0006,"Stopper,  Solid, Penny Head-Long Neck Flasks, Flask Cap.50 ml, CS 12/21",Non Volumetric Glassware,12,16.22
14.204.0010,"Stopper,  Solid, Penny Head-Long Neck Flasks, Flask Cap.100, 200,250 ml, CS 14/23",Non Volumetric Glassware,12,16.62
14.204.0015,"Stopper,  Solid, Penny Head-Long Neck Flasks, Flask Cap.500 ml, CS 19/26",Non Volumetric Glassware,12,22.94
14.204.0020,"Stopper,  Solid, Penny Head-Long Neck Flasks, Flask Cap.1000 ml, CS 24/29",Non Volumetric Glassware,12,33.38
14.204.0025,"Stopper,  Solid, Penny Head-Long Neck Flasks, Flask Cap.2000 ml, CS 29/32",Non Volumetric Glassware,12,51.05
14.204.0030,"Stopper,  Solid, Penny Head-Long Neck Flasks, Flask Cap.5000 ml, CS 34/35",Non Volumetric Glassware,12,88.09
14.207.0005,"Stopper, Amber, Solid, Penny Head-Long Neck Flasks, Flask Cap.Upto 25 ml, CS 10/19",Non Volumetric Glassware,12,33.03
14.207.0006,"Stopper, Amber, Solid, Penny Head-Long Neck Flasks, Flask Cap.50 ml, CS 12/21",Non Volumetric Glassware,12,34.03
14.207.0010,"Stopper, Amber, Solid, Penny Head-Long Neck Flasks, Flask Cap.100, 200,250 ml, CS 14/23",Non Volumetric Glassware,12,35.23
14.207.0015,"Stopper, Amber, Solid, Penny Head-Long Neck Flasks, Flask Cap.500 ml, CS 19/26",Non Volumetric Glassware,12,47.05
14.207.0020,"Stopper, Amber, Solid, Penny Head-Long Neck Flasks, Flask Cap.1000 ml, CS 24/29",Non Volumetric Glassware,12,56.06
14.207.0025*,"Stopper, Amber, Solid, Penny Head-Long Neck Flasks, Flask Cap.2000 ml, CS 29/32",Non Volumetric Glassware,12,82.60
14.207.0030*,"Stopper, Amber, Solid, Penny Head-Long Neck Flasks, Flask Cap.5000 ml, CS 34/35",Non Volumetric Glassware,12,129.22
14.205.0005,"Stopper, Solid, Flat Head For Reagent Bottles, CS 14/23",Non Volumetric Glassware,12,22.02
14.205.0010,"Stopper, Solid, Flat Head For Reagent Bottles, CS 19/26",Non Volumetric Glassware,12,30.03
14.205.0015,"Stopper, Solid, Flat Head For Reagent Bottles, CS 24/29",Non Volumetric Glassware,12,44.30
14.205.0020,"Stopper, Solid, Flat Head For Reagent Bottles, CS 29/32",Non Volumetric Glassware,12,64.06
14.205.0025,"Stopper, Solid, Flat Head For Reagent Bottles, CS 34/35",Non Volumetric Glassware,12,98.10
14.212.0005,"Stopper, Solid, Flat Head For Reagent Bottles, CS 14/23",Non Volumetric Glassware,12,16.52
14.212.0010,"Stopper, Solid, Flat Head For Reagent Bottles, CS 19/26",Non Volumetric Glassware,12,22.02
14.212.0015,"Stopper, Solid, Flat Head For Reagent Bottles, CS 24/29",Non Volumetric Glassware,12,36.04
14.212.0020,"Stopper, Solid, Flat Head For Reagent Bottles, CS 29/32",Non Volumetric Glassware,12,47.05
14.212.0025,"Stopper, Solid, Flat Head For Reagent Bottles, CS 34/35",Non Volumetric Glassware,12,72.07
14.215.0005,"Super Stopper™, Spare Stoppers for Long Neck Flask, Flask Cap.Upto 25 ml, CS 10/19",Non Volumetric Glassware,20,6.20
14.215.0010,"Super Stopper™, Spare Stoppers for Long Neck Flask, Flask Cap.50 ml, CS 12/21",Non Volumetric Glassware,20,6.35
14.215.0015,"Super Stopper™, Spare Stoppers for Long Neck Flask, Flask Cap.100, 200,250 ml, CS 14/23",Non Volumetric Glassware,20,6.50
14.215.0020,"Super Stopper™, Spare Stoppers for Long Neck Flask, Flask Cap.500 ml, CS 19/26",Non Volumetric Glassware,20,7.38
14.215.0025,"Super Stopper™, Spare Stoppers for Long Neck Flask, Flask Cap.1000 ml, CS 24/29",Non Volumetric Glassware,10,7.58
14.215.0030,"Super Stopper™, Spare Stoppers for Long Neck Flask, Flask Cap.2000 ml, CS 29/32",Non Volumetric Glassware,10,11.21
14.301.0005,"Reduction Adapter, SS 14/23, CS 14/23",Non Volumetric Glassware,12,42.08
14.301.0010,"Reduction Adapter, SS 14/23, CS 19/26",Non Volumetric Glassware,12,44.77
14.301.0015,"Reduction Adapter, SS 14/23, CS 24/29",Non Volumetric Glassware,12,53.55
14.301.0020,"Reduction Adapter, SS 14/23, CS 29/32",Non Volumetric Glassware,12,55.38
14.301.0025,"Reduction Adapter, SS 19/26, CS 24/29",Non Volumetric Glassware,12,48.32
14.301.0030,"Reduction Adapter, SS 19/26, CS 29/32",Non Volumetric Glassware,12,56.42
14.301.0035,"Reduction Adapter, SS 19/26, CS 34/35",Non Volumetric Glassware,12,62.77
14.301.0040,"Reduction Adapter, SS 19/26, CS 40/38",Non Volumetric Glassware,12,72.32
14.301.0045,"Reduction Adapter, SS 19/26, CS 45/40",Non Volumetric Glassware,12,76.40
14.301.0050,"Reduction Adapter, SS 19/26, CS 55/44",Non Volumetric Glassware,12,106.01
14.301.0085,"Reduction Adapter, SS 29/32, CS 34/35",Non Volumetric Glassware,12,75.68
14.301.0090,"Reduction Adapter, SS 29/32, CS 40/38",Non Volumetric Glassware,12,85.38
14.301.0095,"Reduction Adapter, SS 29/32, CS 45/40",Non Volumetric Glassware,12,88.77
14.301.0100,"Reduction Adapter, SS 34/35, CS 40/38",Non Volumetric Glassware,12,87.24
14.301.0105,"Reduction Adapter, SS 34/35, CS 45/40",Non Volumetric Glassware,12,90.63
14.301.0110,"Reduction Adapter, SS 34/35, CS 50/42",Non Volumetric Glassware,12,115.82
14.304.0005,"Expansion Adapter, SS 19/26, CS 14/23",Non Volumetric Glassware,12,46.17
14.304.0010,"Expansion Adapter, SS 24/29, CS 14/23",Non Volumetric Glassware,12,49.72
14.304.0015,"Expansion Adapter, SS 24/29, CS 19/26",Non Volumetric Glassware,12,51.72
14.304.0020,"Expansion Adapter, SS 29/32, CS 14/23",Non Volumetric Glassware,12,57.43
14.304.0025,"Expansion Adapter, SS 29/32, CS 19/26",Non Volumetric Glassware,12,60.14
14.304.0030,"Expansion Adapter, SS 29/32, CS 24/29",Non Volumetric Glassware,12,61.99
14.304.0035,"Expansion Adapter, SS 34/35, CS 19/26",Non Volumetric Glassware,12,64.02
14.304.0040,"Expansion Adapter, SS 34/35, CS 24/29",Non Volumetric Glassware,12,66.64
14.304.0045,"Expansion Adapter, SS 34/35, CS 29/32",Non Volumetric Glassware,12,75.09
14.304.0050,"Expansion Adapter, SS 40/38, CS 24/29",Non Volumetric Glassware,12,79.35
14.304.0055,"Expansion Adapter, SS 45/40, CS 29/32",Non Volumetric Glassware,12,87.45
14.312.0005,"Multiple Adapter. With Two Necks Parallel, SS 14/23, CS 14/23",Non Volumetric Glassware,1,88.54
14.312.0015,"Multiple Adapter. With Two Necks Parallel, SS 19/26, CS 19/26",Non Volumetric Glassware,1,94.78
14.312.0035,"Multiple Adapter. With Two Necks Parallel, SS 29/32, CS 29/32",Non Volumetric Glassware,1,130.46
14.316.0005,"Multiple Adapter, With Two Necks, One Vertical & One At 45°, SS 14/23, CS 14/23",Non Volumetric Glassware,1,88.54
14.316.0010,"Multiple Adapter, With Two Necks, One Vertical & One At 45°, SS 14/23, CS 19/26",Non Volumetric Glassware,1,91.50
14.316.0015,"Multiple Adapter, With Two Necks, One Vertical & One At 45°, SS 14/23, CS 24/29",Non Volumetric Glassware,1,94.85
14.316.0020,"Multiple Adapter, With Two Necks, One Vertical & One At 45°, SS 19/26, CS 19/26",Non Volumetric Glassware,1,94.78
14.316.0025,"Multiple Adapter, With Two Necks, One Vertical & One At 45°, SS 19/26, CS 24/29",Non Volumetric Glassware,1,98.14
14.316.0030,"Multiple Adapter, With Two Necks, One Vertical & One At 45°, SS 14/23, CS 29/32",Non Volumetric Glassware,1,102.45
14.316.0035,"Multiple Adapter, With Two Necks, One Vertical & One At 45°, SS 29/32, CS 29/32",Non Volumetric Glassware,1,130.46
14.320.0005,"Multiple Adapter, With Three Necks, Two Parallel & One At 45°, Vertical SS 19/26, Inclined
SS 19/26, CS 19/26",Non Volumetric Glassware,1,123.40
14.320.0010,"Multiple Adapter, With Three Necks, Two Parallel & One At 45°, Vertical SS 19/26, Inclined
SS 19/26, CS 24/29",Non Volumetric Glassware,1,126.77
14.320.0015,"Multiple Adapter, With Three Necks, Two Parallel & One At 45°, Vertical SS 14/23, Inclined
SS 14/23, CS 29/32",Non Volumetric Glassware,1,171.45
14.320.0020,"Multiple Adapter, With Three Necks, Two Parallel & One At 45°, Vertical SS 19/26, Inclined
SS 19/26, CS 29/32",Non Volumetric Glassware,1,134.35
14.320.0025,"Multiple Adapter, With Three Necks, Two Parallel & One At 45°, Vertical SS 29/32, Inclined
SS 29/32, CS 29/32",Non Volumetric Glassware,1,171.45
14.320.0030,"Multiple Adapter, With Three Necks, Two Parallel & One At 45°, Vertical SS 24/29, Inclined
SS 24/29, CS 24/29",Non Volumetric Glassware,1,140.54
14.320.0032,"Multiple Adapter, With Three Necks, Two Parallel & One At 45°, Vertical SS 19/26, Inclined
SS 19/26, CS 34/35",Non Volumetric Glassware,1,143.67
14.324.0005,"Swan Neck Adapter With Screw Thread, For Use With Thermometer Or Air Leak Tube, SS 14/23, CS 19/26",Non Volumetric Glassware,1,91.79
14.324.0010,"Swan Neck Adapter With Screw Thread, For Use With Thermometer Or Air Leak Tube, SS 19/26, CS 19/26",Non Volumetric Glassware,1,93.43
14.324.0015,"Swan Neck Adapter With Screw Thread, For Use With Thermometer Or Air Leak Tube, SS 19/26, CS 24/29",Non Volumetric Glassware,1,96.79
14.324.0020,"Swan Neck Adapter With Screw Thread, For Use With Thermometer Or Air Leak Tube, SS 24/29, CS 24/29",Non Volumetric Glassware,1,101.38
14.324.0025,"Swan Neck Adapter With Screw Thread, For Use With Thermometer Or Air Leak Tube, SS 29/32, CS 29/32",Non Volumetric Glassware,1,116.75
14.336.0005,"Receiver Delivery Adapter - Short Stem, SS 14/23, App.
Length 65mm",Non Volumetric Glassware,1,45.27
14.336.0010,"Receiver Delivery Adapter - Short Stem, SS 19/26, App.
Length 65mm",Non Volumetric Glassware,1,47.16
14.336.0015,"Receiver Delivery Adapter - Short Stem, SS 24/29, App.
Length 65mm",Non Volumetric Glassware,1,51.56
14.336.0020,"Receiver Delivery Adapter - Short Stem, SS 29/32, App.
Length 65mm",Non Volumetric Glassware,1,62.82
14.340.0005,"Receiver Delivery Adapter - Long Stem, SS 14/23, App.
Length 190mm",Non Volumetric Glassware,1,48.39
14.340.0010,"Receiver Delivery Adapter - Long Stem, SS 19/26, App.
Length 200mm",Non Volumetric Glassware,1,49.84
14.340.0015,"Receiver Delivery Adapter - Long Stem, SS 24/29, App.
Length 200mm",Non Volumetric Glassware,1,54.59
14.340.0020,"Receiver Delivery Adapter - Long Stem, SS 29/32, App.
Length 200mm",Non Volumetric Glassware,1,62.20
14.344.0005,"Receiver Adapter - Straight Delivery, SS 14/23",Non Volumetric Glassware,10,41.59
14.344.0010,"Receiver Adapter - Straight Delivery, SS 19/26",Non Volumetric Glassware,10,43.24
14.344.0015,"Receiver Adapter - Straight Delivery, SS 24/29",Non Volumetric Glassware,10,47.84
14.344.0020,"Receiver Adapter - Straight Delivery, SS 29/32",Non Volumetric Glassware,10,55.61
14.348.0005,"Receiver Adapter - Plain Bend, SS 14/23, CS 14/23",Non Volumetric Glassware,1,63.59
14.348.0010,"Receiver Adapter - Plain Bend, SS 19/26, CS 24/29",Non Volumetric Glassware,1,65.24
14.348.0015,"Receiver Adapter - Plain Bend, SS 29/32, CS 29/32",Non Volumetric Glassware,1,66.88
14.348.0020,"Receiver Adapter - Plain Bend, SS 19/26, CS 24/29",Non Volumetric Glassware,1,71.47
14.348.0025,"Receiver Adapter - Plain Bend, SS 24/29, CS 24/29",Non Volumetric Glassware,1,76.07
14.348.0030,"Receiver Adapter - Plain Bend, SS 29/32, CS 29/32",Non Volumetric Glassware,1,91.61
14.352.0005,"Receiver Adapter - Bend With Vent, SS 14/23, CS 14/23",Non Volumetric Glassware,1,63.37
14.352.0010,"Receiver Adapter - Bend With Vent, SS 19/26, CS 19/26",Non Volumetric Glassware,1,67.19
14.352.0015,"Receiver Adapter - Bend With Vent, SS 19/26, CS 24/29",Non Volumetric Glassware,1,71.78
14.352.0020,"Receiver Adapter - Bend With Vent, SS 24/29, CS 24/29",Non Volumetric Glassware,1,76.38
14.352.0025,"Receiver Adapter - Bend With Vent, SS 29/32, CS 29/32",Non Volumetric Glassware,1,91.92
14.355.0005,"Receiver Adapter With Vacuum Connection, Bend Type, SS 14/23, CS 14/23",Non Volumetric Glassware,1,104.09
14.355.0010,"Receiver Adapter With Vacuum Connection, Bend Type, SS 14/23, CS 19/26",Non Volumetric Glassware,1,107.06
14.355.0015,"Receiver Adapter With Vacuum Connection, Bend Type, SS 19/26, CS 19/26",Non Volumetric Glassware,1,108.70
14.355.0020,"Receiver Adapter With Vacuum Connection, Bend Type, SS 19/26, CS 24/29",Non Volumetric Glassware,1,109.99
14.355.0025,"Receiver Adapter With Vacuum Connection, Bend Type, SS 24/29, CS 24/29",Non Volumetric Glassware,1,114.58
14.355.0030,"Receiver Adapter With Vacuum Connection, Bend Type, SS 24/29, CS 29/32",Non Volumetric Glassware,1,125.42
14.355.0035,"Receiver Adapter With Vacuum Connection, Bend Type, SS 29/32, CS 29/32",Non Volumetric Glassware,1,132.01
14.356.0005,"Receiver Adapter With Vacuum Connection, Straight Type, SS 14/23, CS 14/23",Non Volumetric Glassware,1,102.03
14.356.0010*,"Receiver Adapter With Vacuum Connection, Straight Type, SS 14/23, CS 19/26",Non Volumetric Glassware,1,104.99
14.356.0015,"Receiver Adapter With Vacuum Connection, Straight Type, SS 19/26, CS 19/26",Non Volumetric Glassware,1,106.64
14.356.0020*,"Receiver Adapter With Vacuum Connection, Straight Type, SS 19/26, CS 24/29",Non Volumetric Glassware,1,109.99
14.356.0025*,"Receiver Adapter With Vacuum Connection, Straight Type, SS 24/29, CS 24/29",Non Volumetric Glassware,1,114.58
14.356.0030*,"Receiver Adapter With Vacuum Connection, Straight Type, SS 24/29, CS 29/32",Non Volumetric Glassware,1,122.18
14.356.0035,"Receiver Adapter With Vacuum Connection, Straight Type, SS 29/32, CS 29/32",Non Volumetric Glassware,1,129.95
14.360.0005,"Receiver Adapter, Socket To Cone, With Vertical Socket, SS 14/23, CS 14/23",Non Volumetric Glassware,1,71.75
14.360.0010,"Receiver Adapter, Socket To Cone, With Vertical Socket, SS 19/26, CS 19/26",Non Volumetric Glassware,1,76.36
14.360.0015,"Receiver Adapter, Socket To Cone, With Vertical Socket, SS 19/26, CS 24/29",Non Volumetric Glassware,1,79.72
14.360.0020,"Receiver Adapter, Socket To Cone, With Vertical Socket, SS 24/29, CS 24/29",Non Volumetric Glassware,1,84.30
14.360.0025,"Receiver Adapter, Socket To Cone, With Vertical Socket, SS 29/32, CS 29/32",Non Volumetric Glassware,1,99.67
14.364.0005,"Receiver Adapter, With Multiple Connection, SS 14/23, CS 14/23",Non Volumetric Glassware,1,167.12
14.364.0010,"Receiver Adapter, With Multiple Connection, SS 14/23, CS 19/26",Non Volumetric Glassware,1,173.05
14.364.0015,"Receiver Adapter, With Multiple Connection, SS 19/26, CS 19/26",Non Volumetric Glassware,1,174.69
14.368.0005,"Recovery Bend, Sloping, Cone Size to fit flask 14/23, CS to fit condenser 14/23",Non Volumetric Glassware,1,66.51
14.368.0010,"Recovery Bend, Sloping, Cone Size to fit flask 24/29, CS to fit condenser 14/23",Non Volumetric Glassware,1,72.82
14.368.0015,"Recovery Bend, Sloping, Cone Size to fit flask 19/26, CS to fit condenser 19/26",Non Volumetric Glassware,1,72.43
14.368.0020,"Recovery Bend, Sloping, Cone Size to fit flask 24/29, CS to fit condenser 19/26",Non Volumetric Glassware,1,75.80
14.368.0025,"Recovery Bend, Sloping, Cone Size to fit flask 29/32, CS to fit condenser 19/26",Non Volumetric Glassware,1,83.38
14.368.0030,"Recovery Bend, Sloping, Cone Size to fit flask 29/32, CS to fit condenser 29/32",Non Volumetric Glassware,1,94.33
14.368.0035,"Recovery Bend, Sloping, Cone Size to fit flask 24/29, CS to fit condenser 24/29",Non Volumetric Glassware,1,79.15
14.368.0040,"Recovery Bend, Sloping, Cone Size to fit flask 34/35, CS to fit condenser 24/29",Non Volumetric Glassware,1,92.96
14.368.0045,"Recovery Bend, Sloping, Cone Size to fit flask 29/32, CS to fit condenser 24/29",Non Volumetric Glassware,1,86.74
14.368.0050,"Recovery Bend, Sloping, Cone Size to fit flask 34/35, CS to fit condenser 34/35",Non Volumetric Glassware,1,106.78
14.372.0005,"Recovery Bend, Vertical, Cone Size to fit flask 14/23, CS to fit condenser 14/23",Non Volumetric Glassware,1,81.46
14.372.0010,"Recovery Bend, Vertical, Cone Size to fit flask 19/26, CS to fit condenser 19/26",Non Volumetric Glassware,1,87.39
14.372.0015,"Recovery Bend, Vertical, Cone Size to fit flask 24/29, CS to fit condenser 19/26",Non Volumetric Glassware,1,90.74
14.372.0020,"Recovery Bend, Vertical, Cone Size to fit flask 24/29, CS to fit condenser 24/29",Non Volumetric Glassware,1,94.10
14.372.0025,"Recovery Bend, Vertical, Cone Size to fit flask 29/32, CS to fit condenser 29/32",Non Volumetric Glassware,1,101.69
14.376.0005,"Still Head, Plain With Thermometer Socket, SS 14/23, CS to fit flask 14/23, CS to fit condenser 14/23",Non Volumetric Glassware,1,65.07
